Id,y
533,0
534,0
535,1
536,0
537,1
538,1
539,0
540,1
541,0
542,0
543,0
544,1
545,1
546,1
547,0
548,0
549,1
550,1
551,1
552,0
553,0
554,0
555,0
556,0
557,0
558,1
559,1
560,1
561,0
562,1
563,1
564,0
565,0
566,1
567,0
568,1
569,1
570,1
571,1
572,1
573,0
574,1
575,0
576,0
577,0
578,1
579,0
580,1
581,1
582,1
583,0
584,1
585,1
586,1
587,1
588,0
589,0
590,1
591,1
592,0
593,0
594,0
595,0
596,0
597,1
598,0
599,1
600,1
601,0
602,1
603,1
604,1
605,1
606,1
607,0
608,1
609,0
610,1
611,0
612,1
613,0
614,1
615,1
616,0
617,1
618,1
619,1
620,1
621,0
622,1
623,1
624,1
625,1
626,0
627,1
628,1
629,0
630,0
631,1
632,0
633,0
634,0
635,1
636,0
637,1
638,0
639,0
640,0
641,1
642,0
643,1
644,1
645,0
646,0
647,1
648,1
649,0
650,0
651,1
652,0
653,0
654,1
655,1
656,1
657,1
658,1
659,0
660,0
661,1
662,0
663,1
664,0
665,0
666,0
667,0
668,0
669,1
670,0
671,1
672,1
673,1
674,0
675,0
676,0
677,1
678,1
679,1
680,0
681,0
682,1
683,0
684,0
685,0
686,1
687,1
688,0
689,0
690,1
691,1
692,1
693,1
694,0
695,0
696,1
697,1
698,0
699,1
700,0
701,0
702,0
703,1
704,1
705,0
706,1
707,0
708,0
709,1
710,0
711,0
712,1
713,0
714,0
715,1
716,0
717,0
718,1
719,1
720,0
721,0
722,1
723,0
724,0
725,1
726,0
727,0
728,1
729,1
730,0
731,0
732,1
733,1
734,0
735,0
736,0
737,0
738,1
739,0
740,0
741,0
742,0
743,0
744,1
745,0
746,1
747,0
748,0
749,1
750,1
751,0
752,0
753,0
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,0
762,1
763,0
764,0
765,0
766,0
767,1
768,0
769,0
770,0
771,1
772,1
773,0
774,1
775,1
776,1
777,0
778,0
779,0
780,0
781,1
782,1
783,1
784,1
785,0
786,0
787,1
788,1
789,1
790,0
791,0
792,0
793,1
794,1
795,0
796,0
797,0
798,1
799,1
800,1
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,1
809,1
810,1
811,0
812,1
813,1
814,1
815,0
816,1
817,1
818,0
819,0
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,0
828,1
829,1
830,0
831,0
832,1
833,1
834,1
835,1
836,1
837,0
838,0
839,0
840,0
841,1
842,1
843,0
844,0
845,1
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,0
855,1
856,1
857,0
858,0
859,0
860,1
861,0
862,0
863,1
864,1
865,1
866,1
867,0
868,0
869,1
870,0
871,1
872,1
873,1
874,0
875,0
876,0
877,0
878,0
879,0
880,1
881,1
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,1
890,0
891,1
892,1
893,1
894,0
895,1
896,1
897,1
898,1
899,0
900,0
901,1
902,0
903,1
904,1
905,1
906,0
907,0
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,1
916,0
917,1
918,1
919,1
920,1
921,0
922,1
923,0
924,0
925,0
926,0
927,1
928,0
929,0
930,0
931,0
932,1
933,0
934,1
935,1
936,1
937,0
938,1
939,0
940,0
941,1
942,1
943,1
944,0
945,0
946,0
947,0
948,0
949,1
950,0
951,0
952,1
953,0
954,0
955,1
956,0
957,0
958,0
959,1
960,0
961,1
962,1
963,0
964,1
965,0
966,0
967,0
968,1
969,0
970,0
971,1
972,0
973,1
974,1
975,1
976,0
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,0
986,1
987,1
988,0
989,1
990,1
991,0
992,0
993,0
994,1
995,0
996,0
997,1
998,1
999,1
1000,1
1001,0
1002,1
1003,1
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,1
1011,1
1012,1
1013,0
1014,1
1015,1
1016,0
1017,0
1018,0
1019,1
1020,1
1021,1
1022,0
1023,0
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,0
1031,0
1032,0
1033,1
1034,0
1035,0
1036,0
1037,0
1038,1
1039,0
1040,0
1041,0
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,0
1052,1
1053,0
1054,1
1055,0
1056,0
1057,1
1058,0
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,0
1079,1
1080,0
1081,0
1082,1
1083,1
1084,0
1085,1
1086,1
1087,1
1088,0
1089,0
1090,0
1091,0
1092,1
1093,0
1094,1
1095,1
1096,1
1097,0
1098,1
1099,0
1100,0
1101,0
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,0
1109,1
1110,1
1111,1
1112,1
1113,0
1114,1
1115,0
1116,0
1117,1
1118,1
1119,0
1120,1
1121,0
1122,1
1123,0
1124,0
1125,1
1126,0
1127,1
1128,1
1129,0
1130,0
1131,1
1132,1
1133,0
1134,0
1135,1
1136,1
1137,0
1138,0
1139,0
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,0
1152,1
1153,1
1154,1
1155,0
1156,1
1157,1
1158,0
1159,0
1160,1
1161,1
1162,1
1163,0
1164,0
1165,1
1166,1
1167,0
1168,1
1169,0
1170,0
1171,1
1172,1
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,0
1184,0
1185,0
1186,1
1187,1
1188,1
1189,1
1190,0
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,0
1199,1
1200,0
1201,1
1202,1
1203,0
1204,0
1205,0
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,0
1215,1
1216,1
1217,1
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,0
1232,1
1233,0
1234,0
1235,1
1236,1
1237,0
1238,1
1239,0
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,0
1248,0
1249,1
1250,0
1251,1
1252,0
1253,1
1254,0
1255,1
1256,0
1257,1
1258,0
1259,0
1260,1
1261,1
1262,1
1263,0
1264,1
1265,0
1266,0
1267,0
1268,1
1269,1
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,1
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,1
1284,1
1285,0
1286,1
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,0
1294,0
1295,1
1296,0
1297,0
1298,1
1299,1
1300,1
1301,0
1302,1
1303,1
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,1
1312,1
1313,0
1314,1
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,0
1322,1
1323,0
1324,1
1325,0
1326,1
1327,0
1328,0
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,0
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,0
1353,1
1354,0
1355,0
1356,0
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,1
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,1
1375,1
1376,1
1377,1
1378,0
1379,1
1380,0
1381,1
1382,0
1383,1
1384,0
1385,1
1386,1
1387,0
1388,1
1389,0
1390,1
1391,1
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,1
1401,0
1402,1
1403,1
1404,0
1405,0
1406,0
1407,0
1408,0
1409,1
1410,0
1411,1
1412,1
1413,0
1414,0
1415,0
1416,1
1417,0
1418,0
1419,0
1420,0
1421,1
1422,0
1423,1
1424,1
1425,0
1426,1
1427,0
1428,1
1429,0
1430,1
1431,1
1432,1
1433,0
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,1
1444,1
1445,0
1446,0
1447,1
1448,0
1449,1
1450,0
1451,1
1452,0
1453,0
1454,0
1455,1
1456,1
1457,1
1458,1
1459,1
1460,0
1461,1
1462,0
1463,1
1464,1
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,0
1474,1
1475,1
1476,0
1477,0
1478,0
1479,0
1480,1
1481,1
1482,0
1483,1
1484,0
1485,0
1486,0
1487,0
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,0
1502,0
1503,0
1504,1
1505,1
1506,0
1507,1
1508,1
1509,1
1510,1
1511,1
1512,0
1513,0
1514,1
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,1
1522,1
1523,1
1524,1
1525,0
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,0
1533,0
1534,1
1535,1
1536,0
1537,0
1538,0
1539,0
1540,0
1541,1
1542,1
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,1
1551,0
1552,1
1553,0
1554,1
1555,0
1556,1
1557,1
1558,0
1559,0
1560,1
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,1
1578,1
1579,0
1580,1
1581,1
1582,1
1583,1
1584,0
1585,1
1586,1
1587,0
1588,0
1589,1
1590,1
1591,1
1592,0
1593,1
1594,1
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,1
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,1
1612,1
1613,0
1614,0
1615,0
1616,0
1617,1
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,1
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,0
1632,0
1633,0
1634,1
1635,1
1636,1
1637,1
1638,0
1639,1
1640,0
1641,1
1642,0
1643,1
1644,0
1645,0
1646,1
1647,1
1648,0
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,0
1657,0
1658,1
1659,0
1660,1
1661,0
1662,0
1663,1
1664,1
1665,1
1666,0
1667,1
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,1
1675,0
1676,0
1677,0
1678,1
1679,1
1680,0
1681,0
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,0
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,1
1701,1
1702,1
1703,0
1704,1
1705,0
1706,0
1707,0
1708,0
1709,1
1710,1
1711,0
1712,0
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,0
1721,1
1722,0
1723,1
1724,0
1725,0
1726,1
1727,0
1728,1
1729,1
1730,0
1731,1
1732,0
1733,1
1734,1
1735,0
1736,0
1737,1
1738,1
1739,1
1740,0
1741,0
1742,1
1743,1
1744,0
1745,0
1746,1
1747,0
1748,1
1749,0
1750,1
1751,0
1752,0
1753,0
1754,1
1755,1
1756,1
1757,0
1758,1
1759,1
1760,0
1761,1
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,1
1771,0
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,0
1784,0
1785,1
1786,1
1787,1
1788,1
1789,0
1790,0
1791,0
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,0
1804,1
1805,1
1806,1
1807,1
1808,0
1809,0
1810,0
1811,0
1812,0
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,1
1820,1
1821,0
1822,1
1823,0
1824,1
1825,0
1826,1
1827,0
1828,1
1829,0
1830,0
1831,1
1832,1
1833,0
1834,1
1835,1
1836,0
1837,0
1838,0
1839,1
1840,0
1841,1
1842,1
1843,0
1844,1
1845,1
1846,1
1847,1
1848,1
1849,0
1850,0
1851,1
1852,0
1853,1
1854,0
1855,0
1856,0
1857,0
1858,0
1859,1
1860,1
1861,0
1862,1
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,0
1870,1
1871,1
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,1
1880,0
1881,0
1882,0
1883,1
1884,1
1885,0
1886,0
1887,1
1888,0
1889,1
1890,0
1891,1
1892,0
1893,0
1894,0
1895,0
1896,1
1897,0
1898,0
1899,0
1900,0
1901,1
1902,0
1903,1
1904,1
1905,0
1906,0
1907,1
1908,1
1909,1
1910,1
1911,0
1912,0
1913,1
1914,0
1915,1
1916,0
1917,0
1918,1
1919,1
1920,0
1921,0
1922,0
1923,1
1924,0
1925,0
1926,1
1927,1
1928,0
1929,0
1930,1
1931,0
1932,0
1933,0
1934,0
1935,1
1936,0
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,0
1947,0
1948,1
1949,1
1950,1
1951,0
1952,0
1953,1
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,1
1967,1
1968,0
1969,0
1970,1
1971,1
1972,1
1973,0
1974,1
1975,1
1976,1
1977,0
1978,0
1979,0
1980,1
1981,1
1982,1
1983,1
1984,0
1985,1
1986,0
1987,1
1988,1
1989,0
1990,0
1991,1
1992,1
1993,0
1994,0
1995,1
1996,1
1997,0
1998,1
1999,0
2000,1
2001,0
2002,1
2003,1
2004,0
2005,1
2006,0
2007,0
2008,1
2009,0
2010,1
2011,1
2012,0
2013,0
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,1
2038,1
2039,0
2040,1
2041,1
2042,0
2043,0
2044,1
2045,1
2046,1
2047,0
2048,1
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,0
2056,1
2057,0
2058,0
2059,0
2060,1
2061,1
2062,1
2063,0
2064,0
2065,0
2066,1
2067,0
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,0
2075,1
2076,0
2077,0
2078,0
2079,0
2080,1
2081,0
2082,0
2083,0
2084,1
2085,1
2086,1
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,0
2094,0
2095,1
2096,0
2097,1
2098,1
2099,1
2100,0
2101,0
2102,0
2103,0
2104,1
2105,0
2106,1
2107,0
2108,0
2109,0
2110,0
2111,0
2112,1
2113,1
2114,0
2115,1
2116,0
2117,1
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,1
2126,0
2127,1
2128,0
2129,0
2130,1
2131,1
2132,0
2133,1
2134,1
2135,0
2136,0
2137,0
2138,1
2139,0
2140,0
2141,0
2142,0
2143,0
2144,1
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,0
2158,0
2159,0
2160,1
2161,1
2162,1
2163,1
2164,1
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,1
2172,0
2173,0
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,1
2181,0
2182,1
2183,0
2184,0
2185,0
2186,1
2187,1
2188,0
2189,0
2190,0
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,1
2199,0
2200,1
2201,0
2202,0
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,1
2211,0
2212,0
2213,0
2214,1
2215,0
2216,1
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,1
2224,1
2225,1
2226,0
2227,0
2228,1
2229,1
2230,1
2231,0
2232,1
2233,0
2234,1
2235,0
2236,0
2237,0
2238,0
2239,0
2240,1
2241,0
2242,1
2243,0
2244,1
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,0
2252,1
2253,1
2254,1
2255,0
2256,1
2257,0
2258,1
2259,1
2260,1
2261,0
2262,0
2263,1
2264,1
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,1
2272,0
2273,1
2274,1
2275,0
2276,1
2277,0
2278,0
2279,0
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,0
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,1
2297,1
2298,1
2299,0
2300,0
2301,0
2302,0
2303,0
2304,1
2305,1
2306,1
2307,0
2308,0
2309,0
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,1
2320,1
2321,0
2322,1
2323,1
2324,0
2325,1
2326,1
2327,0
2328,0
2329,1
2330,1
2331,0
2332,0
2333,0
2334,0
2335,1
2336,1
2337,1
2338,0
2339,1
2340,1
2341,1
2342,1
2343,0
2344,1
2345,1
2346,0
2347,0
2348,0
2349,1
2350,0
2351,1
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,1
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,1
2367,0
2368,0
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,1
2376,1
2377,0
2378,1
2379,0
2380,0
2381,1
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,0
2395,0
2396,1
2397,0
2398,1
2399,0
2400,0
2401,1
2402,1
2403,0
2404,1
2405,1
2406,0
2407,0
2408,0
2409,1
2410,1
2411,0
2412,1
2413,1
2414,0
2415,0
2416,0
2417,1
2418,0
2419,0
2420,0
2421,0
2422,0
2423,1
2424,1
2425,0
2426,1
2427,0
2428,0
2429,1
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,0
2441,1
2442,0
2443,1
2444,0
2445,1
2446,0
2447,0
2448,0
2449,0
2450,1
2451,0
2452,0
2453,0
2454,1
2455,0
2456,1
2457,0
2458,1
2459,0
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,1
2471,1
2472,0
2473,0
2474,1
2475,0
2476,0
2477,1
2478,1
2479,0
2480,0
2481,0
2482,1
2483,1
2484,1
2485,0
2486,0
2487,0
2488,1
2489,0
2490,1
2491,0
2492,0
2493,0
2494,1
2495,1
2496,0
2497,1
2498,0
2499,1
2500,1
2501,1
2502,0
2503,0
2504,1
2505,0
2506,0
2507,0
2508,0
2509,1
2510,1
2511,1
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,1
2519,1
2520,0
2521,1
2522,1
2523,0
2524,0
2525,0
2526,1
2527,1
2528,1
2529,0
2530,0
2531,0
2532,0
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,1
2545,1
2546,0
2547,1
2548,1
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,1
2556,1
2557,0
2558,1
2559,0
2560,0
2561,0
2562,1
2563,0
2564,0
2565,1
2566,1
2567,0
2568,1
2569,0
2570,1
2571,0
2572,1
2573,1
2574,0
2575,1
2576,0
2577,1
2578,1
2579,1
2580,1
2581,1
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,1
2589,0
2590,0
2591,1
2592,0
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,0
2600,0
2601,0
2602,1
2603,1
2604,1
2605,1
2606,0
2607,1
2608,1
2609,0
2610,1
2611,0
2612,1
2613,1
2614,1
2615,1
2616,0
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,0
2624,0
2625,1
2626,0
2627,0
2628,1
2629,1
2630,1
2631,1
2632,1
2633,0
2634,1
2635,0
2636,0
2637,1
2638,1
2639,0
2640,0
2641,1
2642,0
2643,0
2644,0
2645,0
2646,1
2647,0
2648,1
2649,1
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,0
2657,1
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,1
2667,0
2668,1
2669,0
2670,0
2671,0
2672,0
2673,0
2674,1
2675,1
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,1
2685,0
2686,0
2687,1
2688,1
2689,0
2690,0
2691,0
2692,0
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2699,0
2700,0
2701,1
2702,1
2703,0
2704,1
2705,1
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,1
2713,0
2714,1
2715,1
2716,1
2717,0
2718,1
2719,0
2720,1
2721,0
2722,0
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,0
2740,0
2741,1
2742,0
2743,1
2744,0
2745,0
2746,0
2747,0
2748,1
2749,1
2750,1
2751,1
2752,0
2753,0
2754,1
2755,0
2756,1
2757,1
2758,0
2759,0
2760,1
2761,0
2762,0
2763,0
2764,0
2765,1
2766,0
2767,1
2768,1
2769,1
2770,0
2771,1
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,1
2779,1
2780,0
2781,1
2782,0
2783,0
2784,0
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,1
2792,0
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,0
2801,0
2802,1
2803,0
2804,1
2805,1
2806,1
2807,0
2808,1
2809,1
2810,0
2811,0
2812,0
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,1
2820,0
2821,1
2822,1
2823,1
2824,0
2825,1
2826,1
2827,1
2828,0
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,0
2836,1
2837,0
2838,1
2839,0
2840,1
2841,1
2842,0
2843,1
2844,1
2845,1
2846,0
2847,0
2848,0
2849,0
2850,1
2851,1
2852,1
2853,1
2854,1
2855,0
2856,0
2857,0
2858,0
2859,0
2860,1
2861,0
2862,0
2863,0
2864,0
2865,1
2866,0
2867,0
2868,1
2869,0
2870,1
2871,1
2872,1
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,1
2882,1
2883,1
2884,1
2885,0
2886,1
2887,0
2888,0
2889,1
2890,0
2891,0
2892,0
2893,0
2894,1
2895,0
2896,1
2897,0
2898,1
2899,0
2900,1
2901,1
2902,0
2903,0
2904,0
2905,0
2906,0
2907,1
2908,1
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2915,1
2916,0
2917,0
2918,0
2919,0
2920,1
2921,0
2922,1
2923,1
2924,1
2925,0
2926,1
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,0
2934,1
2935,0
2936,1
2937,1
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,1
2945,1
2946,1
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,1
2954,0
2955,0
2956,1
2957,1
2958,1
2959,0
2960,0
2961,1
2962,0
2963,0
2964,1
2965,1
2966,0
2967,0
2968,0
2969,1
2970,0
2971,1
2972,0
2973,1
2974,0
2975,0
2976,0
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,0
2984,1
2985,1
2986,0
2987,1
2988,1
2989,0
2990,0
2991,1
2992,0
2993,1
2994,1
2995,0
2996,1
2997,0
